"image","xmin","ymin","xmax","ymax","label"
"sv_%20(4).jpg",2892.99090135712,1248.608723468961,3309.99867244245,1417.744370156658,"text"
"sv_%20(4).jpg",636.0776222464965,335.2761883419771,1298.2183107985666,851.1398892327438,"AND"
"sv_%20(4).jpg",658.6185567010309,1378.2793429161095,1275.677268860378,1843.4023713072766,"NOT"
"sv_%20(4).jpg",1932.182696927901,890.6049164732924,2501.341748710425,1302.1682803999363,"OR"
"sv_%20(4).jpg",2884.5379568884723,891.4858044164038,3267.734380033827,1220.4194490210111,"NOT"
"sv_%20(5).jpg",1027.7074259764252,163.41994895995705,1426.3683223992502,356.9423875308378,"text"
"sv_%20(5).jpg",929.486575897989,1752.036746014472,1305.036826679834,1983.1082881448378,"text"
"sv_%20(5).jpg",2529.9080985014753,1298.5589327304276,2977.6791995619656,1509.4118030711843,"text"
"sv_%20(5).jpg",767.7111748049164,339.6120108527106,1443.7013617303737,839.3041986729269,"AND"
"sv_%20(5).jpg",2128.3582887229454,651.5585706920048,2995.0124592946418,1284.1169613472798,"XOR"
"sv_%20(5).jpg",773.4888913155496,1364.9919790562083,1305.0368266798341,1731.8180742248633,"NOT"
"sv_%20(6).jpg",914.4022961574508,160.56658104108215,1384.271555763824,344.83902686151555,"text"
"sv_%20(6).jpg",1147.8013120899718,2202.9194636389198,1574.6759606373007,2396.4056254761877,"text"
"sv_%20(6).jpg",3481.7919400187443,1364.4798585874007,3893.3116213683224,1533.3963844133973,"text"
"sv_%20(6).jpg",536.6643626991565,341.76780771544844,1350.4899250234303,968.2941703678284,"XOR"
"sv_%20(6).jpg",690.2163776944705,1613.2477307393456,1574.6759606373007,2218.2755007906226,"XOR"
"sv_%20(6).jpg",3116.3383317713215,756.3808108114237,3850.3167760074975,1318.4117471322925,"NAND"
"sv_%20(7).jpg",1879.3327524601686,148.67998352050782,2288.1649045220242,324.35999450683596,"text"
"sv_%20(7).jpg",937.8669385543582,914.4,1306.3917525773195,1083.6,"text"
"sv_%20(7).jpg",955.1414963097469,1225.7999725341797,1315.0291412839738,1421.6399505615234,"text"
"sv_%20(7).jpg",1876.4536961105905,1876.6800384521484,2276.648679123711,2104.200082397461,"text"
"sv_%20(7).jpg",3085.675814198688,1266.1200164794923,3367.8277296157453,1450.4399505615236,"text"
"sv_%20(7).jpg",1496.4123272024367,1387.0800384521485,2207.5502284442364,1845.000082397461,"AND"
"sv_%20(7).jpg",724.813473816776,1424.5201263427734,1055.9101159793813,1652.0399505615235,"NOT"
"sv_%20(7).jpg",765.1209216846298,644.0400604248047,1142.2831244142455,906.1200164794922,"NOT"
"sv_%20(7).jpg",1456.1050989925022,347.4000274658203,2184.517338331771,923.3999725341796,"AND"
"sv_%20(7).jpg",2708.5137212980317,834.1200164794922,3192.202436738519,1274.759994506836,"OR"
"sv_%20(7).jpg",477.2108935684161,658.4400604248048,624.0449639761011,834.1200164794923,"crossover"
"sv_%20(7).jpg",223.85009079194,1438.9201263427735,451.298947106373,1677.959994506836,"crossover"
"sv_%20(7).jpg",206.57542320759137,684.359994506836,393.71694148313026,860.0400604248048,"junction"
"sv_%20(7).jpg",526.1556203139644,1433.159994506836,670.1106343720712,1634.759994506836,"junction"
"sv_%20(8).jpg",1418.5201499531397,201.88968941753774,1804.5318598939418,361.62258844033903,"text"
"sv_%20(8).jpg",1511.3952593816814,1697.570526570373,1909.0161642487517,1880.5371688693665,"text"
"sv_%20(8).jpg",3064.1485524771924,1174.8082007989044,3450.1602624179945,1349.0622724601421,"text"
"sv_%20(8).jpg",399.79779498914525,951.1822307971868,510.08680752268884,1078.9684835427747,"crossover"
"sv_%20(8).jpg",791.6141023930816,930.8525669458246,928.0242463731274,1081.8727845431151,"crossover"
"sv_%20(8).jpg",748.0789571259775,631.7164327515842,910.6101218369259,800.1620131998964,"crossover"
"sv_%20(8).jpg",1189.9606373008435,364.52677865292435,1758.0944158952707,747.8403908794788,"AND"
"sv_%20(8).jpg",1232.770152527256,1259.0310464169381,1772.6061309843055,1706.2830972081288,"NOR"
"sv_%20(8).jpg",2728.2024367385193,715.9391675818626,3316.652749316315,1143.542345276873,"AND"
"sv_%20(8).jpg",344.65323336457357,637.5248131767546,521.6962238801565,803.0662034124815,"junction"
"sv_%20(8).jpg",733.5672420369428,413.89878778115934,893.1961080163243,556.2062685590613,"junction"
"sv_%20(9).jpg",1167.3278087269177,1190.592073451451,1488.3667697658789,1341.4216898018974,"text"
"sv_%20(9).jpg",1205.8523860782773,1800.329093889509,1584.678458077567,1954.368048967634,"text"
"sv_%20(9).jpg",1225.1149196872464,2454.994285714286,1648.8862502853592,2698.8890938895092,"text"
"sv_%20(9).jpg",2156.1279067002333,2137.289093889509,2412.959075531402,2284.909861188616,"text"
"sv_%20(9).jpg",2229.966720779221,1341.4216898018974,2522.1121263380173,1508.297142857143,"text"
"sv_%20(9).jpg",2136.8653730912642,603.3188938685826,2390.4862012987014,773.4035020228795,"text"
"sv_%20(9).jpg",3071.088700727983,1087.8994775390624,3472.3874020266844,1232.310906110491,"text"
"sv_%20(9).jpg",339.0473137397271,1033.344024483817,489.935527454723,1200.2194775390626,"crossover"
"sv_%20(9).jpg",589.4576788567878,1684.8,737.135551948052,1854.8846693638393,"crossover"
"sv_%20(9).jpg",782.0810554801644,895.3509061104911,1440.2109256100346,1338.2125959123885,"NOT"
"sv_%20(9).jpg",852.7096514020648,1530.76116734096,1427.3693181818182,1919.0675265066966,"NOT"
"sv_%20(9).jpg",881.6030844155845,2130.870906110491,1526.8913471172382,2567.3142857142857,"NOT"
"sv_%20(9).jpg",2990.8289604682427,523.0903224400112,3456.335453974736,985.2068816266742,"AND"
"sv_%20(9).jpg",1735.566671792563,301.6594163295201,2172.1798547521817,696.384024483817,"OR"
"sv_%20(9).jpg",1950.6629226486405,940.2788326590402,2400.117468103186,1357.4674040876116,"OR"
"sv_%20(9).jpg",1863.9822562081474,1716.8914285714286,2348.75128332361,2140.4984326171875,"OR"
"sv_%20(9).jpg",595.8784825708959,1004.4616898018974,714.6628001819957,1158.5006448800223,"junction"
"sv_%20(9).jpg",714.6628001819957,2304.1646693638395,827.0264365456321,2403.648048967634,"junction"
"sv_%20(9).jpg",329.4160469352425,1675.1725959123885,538.0913716105672,1870.9303836495537,"junction"
"sv_%20(11).jpg",479.10877703279675,890.2854521969715,615.0450062774114,1106.2334650246494,"junction"
"sv_%20(11).jpg",1537.27936906466,135.80065326001272,2046.3739863130236,578.3606125797135,"OR"
"sv_%20(11).jpg",2022.3851921274602,39.823775620058356,2275.5998125585756,194.4532037206443,"text"
"sv_%20(11).jpg",2624.769406376761,613.0189054925758,3032.5785008209714,959.6021397234446,"AND"
"sv_%20(11).jpg",1635.899718837863,810.3047293054052,2118.3401655145303,1218.2063957122434,"OR"
"sv_%20(11).jpg",1947.7536365398203,1239.5346698439264,2227.622427542632,1354.1735839476069,"text"
"sv_%20(11).jpg",766.9737988715989,847.6291073351022,1153.459272161196,1063.5771201627801,"NOT"
"sv_%20(11).jpg",902.9100281162137,690.3336449680559,1249.414245548266,844.9630222182676,"text"
"sv_%20(11).jpg",2822.0103092783506,975.5982436214586,3261.8041237113403,1170.2180840182018,"text"
"sv_%20(12).jpg",660.1377694470478,816.2325817468031,815.9736147936864,1015.056776658544,"junction"
"sv_%20(12).jpg",977.58106841612,150.60389150943396,1606.6960580784694,640.4605502434497,"NAND"
"sv_%20(12).jpg",1543.2072661810091,116.02581127814527,2103.061855670103,274.5088301460698,"text"
"sv_%20(12).jpg",766.9141738448282,1323.378198155817,1251.7366447985005,1663.3963993000534,"NOT"
"sv_%20(12).jpg",902.5490599670696,1695.0929591052939,1248.850840660603,1865.1020596774122,"text"
"sv_%20(12).jpg",3075.5926017153456,1334.9042798600108,3551.757550168954,1530.847009306134,"text"
"sv_%20(12).jpg",2524.395644812687,600.1193741996334,3274.7163898214185,1314.733801758964,"AND"
"sv_%20(13).jpg",2684.931439214705,1558.442224264145,3088.6173301632425,1721.11397087574,"text"
"sv_%20(13).jpg",3321.297453203711,1348.090661764145,3666.112534069859,1558.442224264145,"text"
"sv_%20(13).jpg",2017.7283545997284,299.13749396800995,2345.723234568116,481.44218146800995,"text"
"sv_%20(13).jpg",1014.120503447943,55.129660069942474,1409.3962939476007,254.26242977380753,"text"
"sv_%20(13).jpg",798.2607951856934,1165.785974264145,1196.3399168549013,1350.89530646801,"text"
"sv_%20(13).jpg",529.1368322399251,181.34059756994247,1008.5138411088424,641.3093903660774,"AND"
"sv_%20(13).jpg",590.8110804320946,913.3639922738075,991.6935332708529,1182.61405646801,"NOT"
"sv_%20(13).jpg",1389.77276188029,394.4968047738075,1995.3014913628676,924.5827850699425,"OR"
"sv_%20(13).jpg",2497.105470408875,975.067138671875,3038.1565135895034,1463.08280646801,"AND"
"sv_%20(13).jpg",3206.3589503280227,1050.7937225699425,3548.370486144162,1320.043786764145,"NOT"
"sv_%20(14).jpg",654.3516788500542,88.21867635091147,1068.160940955036,291.31205810546874,"text"
"sv_%20(14).jpg",700.0483792563298,1177.3066666666666,1030.0803411424774,1322.010782877604,"text"
"sv_%20(14).jpg",2868.1039974995606,997.0613720703125,3185.442329270882,1228.08,"text"
"sv_%20(14).jpg",1758.689073414253,83.14132364908855,2286.740134956911,248.15470540364583,"text"
"sv_%20(14).jpg",469.0261124643971,286.2347054036458,882.8352777254056,545.1787247721354,"NOT"
"sv_%20(14).jpg",570.57437863122,697.4987247721355,1063.083411433927,1154.4586279296875,"OR"
"sv_%20(14).jpg",1380.4217432052485,227.8453914388021,1918.6276701021777,654.3413720703124,"AND"
"sv_%20(14).jpg",2632.004201186519,496.9440193684896,3147.3617294583237,966.5974495442708,"OR"
"sv_%20(14).jpg",1253.4864104967198,816.8159806315105,1410.8863392680632,956.4427441406251,"junction"
"sv_%20(15).jpg",807.3360627164545,669.385624063426,1265.7113402061855,819.6401497532954,"text"
"sv_%20(15).jpg",2011.542347072326,1311.853315897496,2570.91550343307,1599.4093892208086,"text"
"sv_%20(15).jpg",2917.9340996496458,1047.612543781723,3430.6929415673326,1200.4577243769056,"text"
"sv_%20(15).jpg",1882.0578109898518,317.0646110462918,2412.944408927996,498.40635324795045,"text"
"sv_%20(15).jpg",1882.0578109898518,317.0646110462918,2412.944408927996,498.40635324795045,"NAND"
"sv_%20(15).jpg",573.6165343609053,856.5561174494345,1174.4247027524968,1245.1454591422244,"NAND"
"sv_%20(15).jpg",1690.4206580722455,495.8156983426372,2182.4618951856473,853.317872935328,"NAND"
"sv_%20(15).jpg",1762.93207730952,1008.7536096124439,2314.536082474227,1332.5781598464823,"NAND"
"sv_%20(15).jpg",2599.40206185567,718.606980207198,3088.8538453406895,1047.612543781723,"NAND"
"sv_%20(15).jpg",1418.5031322990496,886.9956949407403,1607.550634010551,1125.330412120281,"junction"
"sv_%20(15).jpg",250.5525575618154,1278.1756915388437,413.70315205682186,1454.3360745181858,"junction"
"sv_%20(15).jpg",266.090761165029,568.3523556939487,421.4722044639981,726.3787472763779,"junction"
"sv_%20(16).jpg",3091.0150890117957,1653.4010110557626,3643.6673851692467,1932.5789458948539,"text"
"sv_%20(16).jpg",751.4536785207962,2242.435779816514,1485.253045923149,2508,"text"
"sv_%20(16).jpg",812.8594892049574,196.15324611838804,1380.8631209111595,472.2633378615073,"text"
"sv_%20(16).jpg",475.12753044207074,441.58443877893853,1390.074086211615,1174.810115149262,"XOR"
"sv_%20(16).jpg",711.5398078782601,1453.988049988353,1595.7834583057238,2147.3312394728355,"XOR"
"sv_%20(16).jpg",2805.4779756326147,871.0889674195456,3622.175445127621,1579.7716064453125,"AND"
"sv_%20(17).jpg",989.209625186938,71.63300288224421,1465.522343157381,266.71869527993084,"text"
"sv_%20(17).jpg",900.2596063730084,1391.3304818738409,1468.3916527016095,1617.9742231288878,"text"
"sv_%20(17).jpg",2185.7299844729305,1342.559140854523,2699.344273804054,1523.3001859969454,"text"
"sv_%20(17).jpg",2148.428303655108,83.10862219033122,2555.87660744979,358.52375918476525,"text"
"sv_%20(17).jpg",3316.2550202131047,998.2901238513595,3672.0550954688233,1213.4583005183886,"text"
"sv_%20(17).jpg",2948.9781446090456,582.2985272127039,3511.3711340206187,1029.8481727087196,"NOR"
"sv_%20(17).jpg",1692.20108086569,223.68508183455268,2326.328341282967,676.9725643446466,"NOR"
"sv_%20(17).jpg",1563.0801811468523,929.4364080028374,2334.9362699156513,1402.806155901997,"NOR"
"sv_%20(17).jpg",538.7211309431195,975.3388852351854,1250.3208436259847,1394.1993456608106,"XNOR"
"sv_%20(17).jpg",498.5501405810684,180.6515231092437,1218.7577818966179,613.8565760700643,"XNOR"
"sv_%20(18).jpg",2373.556098001296,116.11959781187916,2843.065335646453,348.3587425205716,"text"
"sv_%20(18).jpg",2349.54726363435,1715.0996054423224,2872.409828364793,1942,"text"
"sv_%20(18).jpg",1789.3373292388487,919.6137151554278,2688.3410127419897,1661.7112892911196,"AND"
"sv_%20(18).jpg",1618.6066418605758,180.18556701030928,2490.933458294283,820.8454117398082,"XOR"
"sv_%20(18).jpg",1127.7559919705877,473.8213567569903,1394.522627397017,746.101687664019,"crossover"
"sv_%20(18).jpg",748.9473493123792,572.5896601726099,941.0193471720874,748.7711645696581,"junction"
"sv_%20(18).jpg",1122.4207406727755,286.9621993127148,1279.812892752936,423.102415681295,"junction"
"sv_%20(19).jpg",736.2819821930647,893.0560597322426,886.7628865979382,1178.205541057976,"crossover"
"sv_%20(19).jpg",766.9923851921275,1230.329646083287,883.691893158388,1383.6357685322664,"junction"
"sv_%20(19).jpg",561.2326616682287,368.74916774204803,705.571579194002,500.59240965551265,"junction"
"sv_%20(19).jpg",1233.79053420806,31.47569835429289,1654.5229615745081,236.9059258285834,"text"
"sv_%20(19).jpg",1390.413542642924,1457.2227540930924,1826.5011715089036,1711.7107770024513,"text"
"sv_%20(19).jpg",2440.7092314901593,1386.7018441959303,2922.8626991565134,1705.5786256751235,"text"
"sv_%20(19).jpg",3601.562792877226,935.9818208032725,4037.6504217432052,1162.874928813078,"text"
"sv_%20(19).jpg",1098.6647141518276,178.64955251265548,1728.2279756326147,598.7083514155174,"NOT"
"sv_%20(19).jpg",1160.0855201499533,1116.8830920783842,1768.1515932521088,1463.3549054204202,"NOT"
"sv_%20(19).jpg",2502.130037488285,65.20305698939733,2910.578491096532,249.17034544652824,"text"
"sv_%20(19).jpg",1995.4083880037488,163.3189402677575,2606.5454545454545,610.9728879967515,"AND"
"sv_%20(19).jpg",2056.8291940018744,920.6512085583746,2763.1684629803185,1380.5696928686025,"AND"
"sv_%20(19).jpg",3045.704311152765,393.2781239412269,3804.251171508904,1003.4365380734814,"XOR"
"sv_%20(20).jpg",920.0990112647902,1224.32049096267,1309.9831302717898,1412.5908268558596,"text"
"sv_%20(20).jpg",1851.9497235055937,1714.3773459709412,2341.3789035042755,1913.7226684407408,"text"
"sv_%20(20).jpg",3110.0867667086454,1099.7296380148239,3516.5616588932166,1263.0820990457228,"text"
"sv_%20(20).jpg",2288.8412793060274,69.77949176394642,2756.1492877591963,238.66918204093741,"text"
"sv_%20(20).jpg",303.4737277687881,266.3560147811509,463.85158858437796,443.5517865652715,"junction"
"sv_%20(20).jpg",372.6021251446081,1495.6513250765001,618.6991565135895,1664.5411737788188,"junction"
"sv_%20(20).jpg",1321.0437160445465,811.7866408867343,1509.0730412920277,1005.5944700682289,"junction"
"sv_%20(20).jpg",662.9413941230523,692.7332812271932,1343.1648875900596,1227.089131989937,"NOR"
"sv_%20(20).jpg",2703.6116635609474,568.1425338962324,3370.0093720712275,1096.9609969875567,"NOR"
"sv_%20(20).jpg",2703.6116635609474,568.1425338962324,3370.0093720712275,1096.9609969875567,"XNOR"
"sv_%20(20).jpg",1539.4894939447634,105.77235320284697,2241.8340534757203,595.8293666364459,"XNOR"
"sv_%20(20).jpg",1522.898720767192,1185.558882879617,2247.3642408805354,1659.0036804905142,"XNOR"
"sv_%20(21).jpg",904.1904846019798,682.6418547611312,1037.1808809746954,818.7359007573222,"junction"
"sv_%20(21).jpg",1797.5393572077087,1409.4418105775142,2199.4018193167176,1704.7949311761743,"text"
"sv_%20(21).jpg",265.25808478429593,256.98605577689244,406.9218589832767,448.0967685653869,"junction"
"sv_%20(21).jpg",2098.21344068504,42.710369611641326,2471.164716897552,277.2554005778643,"text"
"sv_%20(21).jpg",3182.3744197369965,960.62109344604,3633.3856552395737,1319.6777113348364,"text"
"sv_%20(21).jpg",1453.4988257453726,789.7797254585174,2225.421511649192,1415.2331781881262,"AND"
"sv_%20(21).jpg",1548.9050995416471,74.56211825670948,2254.332476972528,613.1469898603826,"XOR"
"sv_%20(21).jpg",2716.9079221459115,540.7565516133707,3370.2956943386835,1061.9677069918566,"XOR"
"sv_%20(22).jpg",1215.0676194595867,318.77403474796967,1448.4096532104836,626.1186675163312,"crossover"
"sv_%20(22).jpg",705.3993205076753,417.12434068237997,874.2652998891185,586.1638887049788,"junction"
"sv_%20(22).jpg",1150.591330845555,177.395491950256,1365.5116682401192,327.99435028248587,"junction"
"sv_%20(22).jpg",1420.7769915536956,964.197763561529,1826.0552483713282,1148.604543222546,"text"
"sv_%20(22).jpg",1881.3205716849045,1692.6044494284076,2489.2381911559314,1877.0112290894247,"text"
"sv_%20(22).jpg",3293.65445166519,1293.0564268295375,3741.916588566073,1535.8587336136125,"text"
"sv_%20(22).jpg",1058.4827319416022,1646.5027545131534,1503.674742279482,1889.3050612972283,"text"
"sv_%20(22).jpg",1000.1471649427334,1372.9662189375883,1325.5980318421612,1649.5763884291136,"NOT"
"sv_%20(22).jpg",1344.019728198494,1139.3842276880298,1617.275632591927,1354.52535338321,"NOT"
"sv_%20(22).jpg",2183.7441424554827,174.32203389830508,2627.4012651952944,398.68359237067443,"text"
"sv_%20(22).jpg",1669.4704779756328,146.66102867341985,2157.64671976363,755.2034367275777,"AND"
"sv_%20(22).jpg",1672.540721660925,1148.604543222546,2200.6308340914584,1655.7231872903426,"AND"
"sv_%20(22).jpg",2808.5482193179073,678.3672785354873,3520.8557638009243,1271.5423963298906,"XOR"
"sv_%20(23).jpg",363.97770008029977,1350.8023158482142,498.1721928533191,1516.6903459821428,"junction"
"sv_%20(23).jpg",356.08387981798717,1564.0869475446427,494.2252074411135,1690.4776841517855,"junction"
"sv_%20(23).jpg",1492.7897818522483,1998.5555189732142,1634.8779443254816,2180.242466517857,"junction"
"sv_%20(23).jpg",3430.715203426124,1192.8137444196427,3635.9539279978585,1437.6960602678569,"junction"
"sv_%20(23).jpg",1441.4800254282654,628.0045563616071,1626.9842746252675,813.6412332589285,"junction"
"sv_%20(23).jpg",1267.8165819057815,1903.7623158482143,1492.7897818522483,2271.0857142857144,"crossover"
"sv_%20(23).jpg",1812.4882226980728,963.7303459821428,2329.5314172912204,1165.1657142857143,"text"
"sv_%20(23).jpg",778.4016829496788,1726.0251729910713,1252.0292425053533,1891.9132031249999,"text"
"sv_%20(23).jpg",1946.682715471092,1670.7291127232143,2388.7348434154173,1868.2148270089285,"text"
"sv_%20(23).jpg",2976.8222698072805,1587.7851729910712,3316.255186027837,1868.2148270089283,"text"
"sv_%20(23).jpg",3754.3607802462525,2705.5542857142855,4129.315812366167,2875.392120535714,"text"
"sv_%20(23).jpg",738.9327322002141,1224.4114285714286,1323.0731731798714,1706.2766015625,"NOR"
"sv_%20(23).jpg",1686.1877007494647,422.6194587053571,2424.2569593147755,951.8812332589284,"NOR"
"sv_%20(23).jpg",1753.2847965738758,1840.5669475446427,2451.8851043897216,2433.023939732143,"NOR"
"sv_%20(23).jpg",2728.167759635974,1090.1212332589284,3328.095991702355,1591.7348270089283,"NOR"
"sv_%20(23).jpg",3635.9539279978585,2128.896060267857,4152.99682146681,2658.1578348214284,"NOR"
"sv_%20(24).jpg",1079.710941904599,1213.937219528925,1537.072680343728,1379.8801235622832,"text"
"sv_%20(24).jpg",2927.5745079662606,132.23572600833953,3381.866635380667,375.00390964084204,"text"
"sv_%20(24).jpg",2580.716541637074,353.4928923107329,3480.091846298032,1084.8706466432602,"NOR"
"sv_%20(24).jpg",723.6442595949325,451.82930646623885,1681.3410027887403,1143.2579951210628,"NOR"
"sv_%20(24).jpg",2310.5968603332576,630.0643208821615,2448.7261949162003,799.0801938980345,"junction"
"sv_%20(25).jpg",1258.8439877339356,120.76052774909799,1628.9701546666324,313.83940815622265,"text"
"sv_%20(25).jpg",1419.0477975632614,1155.1115675676263,1800.2227647060977,1317.8495231414872,"text"
"sv_%20(25).jpg",2708.965824659896,192.47549838388846,3076.329896907216,371.76303019050425,"text"
"sv_%20(25).jpg",303.14458055862667,338.6637725053549,430.20283269479995,462.78590990993507,"junction"
"sv_%20(25).jpg",427.4407380094233,1099.9461731655906,590.4067478912839,1232.3432039061877,"junction"
"sv_%20(25).jpg",684.3194423343047,255.91568090230152,1264.368177104689,666.8979112853227,"NOR"
"sv_%20(25).jpg",841.761262845412,937.208428031009,1463.2419447322368,1317.8495231414872,"NOR"
"sv_%20(25).jpg",2151.0140581068417,393.8291669073906,2971.3686129883727,840.6688826078071,"NOR"
"sv_%20(26).jpg",160.82667828946887,730.7951871626605,295.40962111983436,857.2466599713717,"junction"
"sv_%20(26).jpg",166.20991385977405,919.1271373701294,306.17619493908154,1088.6258720302978,"junction"
"sv_%20(26).jpg",1245.5651769664876,773.8425516468856,1390.914796294737,884.1512242867244,"junction"
"sv_%20(26).jpg",2898.2437559948307,674.295643153527,2978.99352169305,752.3189207211569,"junction"
"sv_%20(26).jpg",752.9916267430771,1067.1023437373372,1038.307527150634,1241.9820117871297,"text"
"sv_%20(26).jpg",2055.7544517338333,1309.2434225755114,2389.5201910245946,1467.9803930891994,"text"
"sv_%20(26).jpg",2071.904363802022,122.75207468879668,2365.2952202436736,262.65582965518433,"text"
"sv_%20(26).jpg",2664.0693122556304,397.17865123194775,2941.3104619863666,572.0583192817403,"text"
"sv_%20(26).jpg",3124.342935664026,994.4599995593312,3420.42540989083,1177.4110163771759,"text"
"sv_%20(26).jpg",448.83409380354163,652.7720122277984,1006.0074976569822,1096.6973234311179,"NOR"
"sv_%20(26).jpg",1525.4977391251025,173.87073662469,2136.5042174320524,553.2251037344398,"NOR"
"sv_%20(26).jpg",1676.2305940236572,940.6508709286259,2219.9456009154246,1349.6002690485404,"NOR"
"sv_%20(26).jpg",2338.378631677601,529.0109547975153,2890.1686972820994,932.5794195278058,"NOR"
"sv_%20(26).jpg",2989.7599928336604,499.41597510373447,3485.025468878134,954.1031530863022,"NOR"
"sv_%20(27).jpg",98.08059981255857,611.3207258985221,214.32427366447985,759.662989004499,"junction"
"sv_%20(27).jpg",106.79890860903453,800.384309713551,217.23043202594158,934.1832202183717,"junction"
"sv_%20(27).jpg",1248.8929266031366,649.1335314271078,1394.1975189180382,844.0143675170193,"junction"
"sv_%20(27).jpg",2972.205701861967,663.6768840282639,3105.8856607310217,768.3889783737977,"junction"
"sv_%20(27).jpg",656.0502564735019,945.8178357251118,1022.2177847636115,1094.1600988310886,"text"
"sv_%20(27).jpg",2024.8195825950386,1254.1369774438053,2306.710402999063,1417.0224821939635,"text"
"sv_%20(27).jpg",1903.490159325211,204.10690854463962,2266.0250728074475,334.4971098265896,"text"
"sv_%20(27).jpg",2678.6902480120957,899.2791517842023,3030.3275387879276,1076.7080091355165,"text"
"sv_%20(27).jpg",3483.6776007497656,908.005141153501,3826.5965272998183,1062.1646565343603,"text"
"sv_%20(27).jpg",310.22528242059366,477.52192635067627,1028.0299906279288,980.7219041592814,"XNOR"
"sv_%20(27).jpg",2268.9313420275157,489.156652814391,2931.5201499531395,942.9092095876704,"XNOR"
"sv_%20(27).jpg",3114.6040249568005,489.156652814391,3628.982193064667,951.6351989569691,"XNOR"
"sv_%20(27).jpg",1539.5021112329398,852.7404678432928,2155.59371567845,1303.584287522156,"XOR"
"sv_%20(27).jpg",1431.9768016067976,230.28493213102308,2074.22305529522,652.0421575645491,"XOR"
"sv_%20(28).jpg",1767.290763933634,1614.7186947198888,1914.1609515947166,1794.8294213634874,"junction"
"sv_%20(28).jpg",2582.0042082796394,1068.8446251364314,2726.1030927835054,1179.681995378646,"junction"
"sv_%20(28).jpg",1889.220703125,542.3671164859124,1997.2949722132732,683.6847212636346,"junction"
"sv_%20(28).jpg",667.1505366059923,600.5566935819738,863.9010097857604,739.103406384742,"junction"
"sv_%20(28).jpg",110.152587890625,270.8155276816609,270.8783927996134,378.88195309754474,"junction"
"sv_%20(28).jpg",207.14233146746136,1063.3027354837702,295.8185355589562,1282.2065839932452,"junction"
"sv_%20(28).jpg",1132.701030927835,0,1465.2371134020618,171.06193674476913,"text"
"sv_%20(28).jpg",323.52987576514175,877.6501191875101,628.354618033183,1024.509719320647,"text"
"sv_%20(28).jpg",983.0598572406573,1207.3913379391997,1326.680412371134,1340.3961610893066,"text"
"sv_%20(28).jpg",1531.7443721810569,811.1477604638334,1825.4845360824743,927.5270203587093,"text"
"sv_%20(28).jpg",2113.6825165109535,1343.1670530642605,2482.2434258215208,1462.3173106368438,"text"
